E, l0, l1, l2, l3, l4, l5, l6
0.296610, -0.770116, -2.599305, -1.553723, -0.793844, -0.346254, 2.902928, 2.067688
0.297796, -0.778742, -2.607570, -1.561150, -0.799784, -0.350334, 2.900944, 2.083043
0.298983, -0.787334, -2.615810, -1.568572, -0.805732, -0.354401, 2.898939, 2.097949
0.300169, -0.795891, 0.517571, -1.575987, -0.811689, -0.358457, 2.896918, 2.112419
0.301356, -0.804410, 0.509388, -1.583392, -0.817657, -0.362504, 2.894882, 2.126466
0.302542, -0.812893, 0.501236, -1.590786, -0.823635, -0.366544, 2.892835, 2.140102
0.303729, -0.821337, 0.493117, -1.598166, -0.829623, -0.370579, 2.890780, 2.153336
0.304915, -0.829743, 0.485032, -1.605530, -0.835622, -0.374612, 2.888719, 2.166180
0.306102, -0.838110, 0.476981, -1.612877, -0.841631, -0.378645, 2.886655, 2.178642
0.307288, -0.846439, 0.468967, -1.620202, -0.847649, -0.382680, -0.257003, 2.190731
0.308474, -0.854731, 0.460988, 1.514087, -0.853674, -0.386721, -0.259065, 2.202456
0.309661, -0.862985, 0.453046, 1.506809, -0.859706, -0.390769, -0.261123, 2.213824
0.310847, -0.871204, 0.445141, 1.499556, -0.865743, -0.394827, -0.263175, 2.224842
0.312034, -0.879388, 0.437271, 1.492332, -0.871782, -0.398897, -0.265220, 2.235517
0.313220, -0.887539, 0.429437, 1.485137, -0.877821, -0.402981, -0.267255, 2.245857
0.314407, -0.895659, 0.421638, 1.477972, -0.883859, -0.407081, -0.269280, 2.255868
0.315593, -0.903750, 0.413871, 1.470840, -0.889893, -0.411199, -0.271295, 2.265558
0.316779, -0.911813, 0.406137, 1.463739, -0.895921, -0.415336, -0.273300, 2.274933
0.317966, -0.919852, 0.398433, 1.456671, -0.901940, -0.419493, -0.275294, 2.284000
0.319152, -0.927869, 0.390757, 1.449636, -0.907947, -0.423671, -0.277278, 2.292768
0.320339, -0.935866, 0.383107, 1.442633, -0.913940, -0.427869, -0.279254, 2.301243
0.321525, -0.943846, 0.375481, 1.435662, 2.221675, -0.432088, -0.281222, 2.309435
0.322712, -0.951810, 0.367876, 1.428722, 2.215717, -0.436328, -0.283185, 2.317351
0.323898, -0.959763, 0.360291, 1.421812, 2.209779, -0.440588, -0.285145, 2.325001
0.325085, -0.967704, 0.352722, 1.414930, 2.203863, -0.444867, -0.287103, 2.332393
0.326271, -0.975638, 0.345167, 1.408074, 2.197971, -0.449163, -0.289062, 2.339537
0.327457, -0.983566, 0.337624, 1.401244, 2.192104, -0.453475, -0.291025, 2.346442
0.328644, -0.991490, 0.330090, 1.394436, 2.186263, -0.457800, -0.292994, 2.353119
0.329830, -0.999411, 0.322563, 1.387648, 2.180450, -0.462138, -0.294973, 2.359578
0.331017, -1.007331, 0.315040, 1.380879, 2.174664, -0.466484, -0.296964, 2.365828
0.332203, -1.015252, 0.307521, 1.374125, 2.168906, -0.470837, -0.298969, 2.371879
0.333390, -1.023173, 0.300002, 1.367384, 2.163176, -0.475194, -0.300993, 2.377743
0.334576, -1.031096, 0.292483, 1.360653, 2.157472, -0.479553, -0.303036, 2.383428
0.335763, -1.039020, 0.284961, 1.353929, 2.151795, -0.483910, -0.305102, 2.388944
0.336949, -1.046946, 0.277437, 1.347211, 2.146142, -0.488262, -0.307193, 2.394300
0.338135, -1.054874, 0.269909, 1.340496, 2.140513, 2.648985, -0.309310, -0.742086
0.339322, -1.062803, 0.262376, 1.333781, 2.134905, 2.644650, -0.311455, -0.737022
0.340508, -1.070731, 0.254840, 1.327064, 2.129317, 2.640326, -0.313630, -0.732091
0.341695, -1.078658, 0.247299, 1.320344, 2.123746, 2.636018, -0.315835, -0.727286
0.342881, -1.086583, 0.239754, 1.313619, 2.118191, 2.631726, -0.318070, -0.722601
0.344068, -1.094503, 0.232207, 1.306887, 2.112648, 2.627452, -0.320336, -0.718028
0.345254, -1.102417, 0.224658, 1.300147, 2.107114, 2.623199, -0.322632, -0.713563
0.346440, -1.110322, 0.217108, 1.293398, 2.101588, 2.618967, -0.324958, -0.709200
0.347627, -1.118217, 0.209559, 1.286641, 2.096066, 2.614758, -0.327312, -0.704936
0.348813, -1.126099, 0.202013, 1.279873, 2.090546, 2.610572, -0.329693, -0.700766
0.350000, -1.133965, 0.194472, 1.273097, 2.085024, 2.606409, -0.332099, -0.696687
0.351186, -1.141814, 0.186939, 1.266312, 2.079499, 2.602269, -0.334529, -0.692699
0.352373, -1.149642, 0.179415, 1.259519, 2.073967, 2.598151, -0.336979, -0.688798
0.353559, 1.984145, 0.171902, 1.252718, 2.068427, 2.594055, -0.339447, -0.684985
0.354746, 1.976365, 0.164405, 1.245913, 2.062876, 2.589980, -0.341930, -0.681259
0.355932, 1.968613, 0.156924, 1.239103, 2.057312, 2.585923, -0.344425, -0.677620
0.357118, 1.960891, -2.992129, 1.232291, 2.051735, 2.581883, -0.346928, -0.674068
0.358305, 1.953200, -2.999567, 1.225479, 2.046143, 2.577858, -0.349438, -0.670605
0.359491, 1.945544, -3.006980, 1.218669, 2.040534, 2.573846, -0.351949, -0.667231
0.360678, 1.937924, -3.014366, 1.211865, 2.034909, 2.569843, 2.787133, -0.663949
0.361864, 1.930340, -3.021723, 1.205068, 2.029267, 2.565847, 2.784626, -0.660759
0.363051, 1.922794, -3.029047, 1.198281, 2.023607, 2.561855, 2.782127, -0.657664
0.364237, 1.915288, -3.036338, 1.191507, 2.017932, 2.557864, 2.779637, -0.654664
0.365424, 1.907821, -3.043594, -1.956843, 2.012241, 2.553871, 2.777160, -0.651761
0.366610, 1.900394, -3.050814, -1.963583, 2.006536, 2.549872, 2.774698, -0.648957
0.367796, 1.893007, -3.057995, -1.970301, 2.000817, 2.545865, 2.772253, -0.646253
0.368983, 1.885659, -3.065138, -1.976994, 1.995088, 2.541847, 2.769827, -0.643648
0.370169, 1.878350, -3.072242, -1.983661, 1.989349, 2.537814, 2.767421, -0.641144
0.371356, 1.871079, -3.079307, -1.990299, 1.983604, 2.533765, 2.765035, -0.638741
0.372542, 1.863843, -3.086333, -1.996907, 1.977855, 2.529697, 2.762672, -0.636438
0.373729, 1.856642, -3.093320, -2.003481, 1.972104, 2.525607, 2.760329, -0.634234
0.374915, 1.849473, -3.100270, -2.010020, 1.966355, 2.521494, 2.758008, -0.632127
0.376101, 1.842334, -3.107183, -2.016523, 1.960611, 2.517357, 2.755707, -0.630117
0.377288, 1.835223, -3.114062, -2.022989, 1.954874, 2.513194, 2.753426, -0.628199
0.378474, 1.828137, -3.120907, -2.029418, -1.192444, 2.509004, 2.751162, -0.626373
0.379661, 1.821072, -3.127722, -2.035808, -1.198155, 2.504788, 2.748914, -0.624633
0.380847, 1.814027, -3.134508, -2.042161, -1.203850, 2.500544, 2.746679, -0.622977
0.382034, 1.806997, -3.141269, -2.048475, -1.209524, 2.496275, 2.744455, -0.621400
0.383220, 1.799980, 3.135179, -2.054753, -1.215174, 2.491979, 2.742239, -0.619897
0.384407, 1.792972, 3.128461, -2.060994, -1.220799, 2.487660, 2.740027, -0.618465
0.385593, 1.785970, 3.121759, -2.067201, -1.226395, 2.483317, 2.737816, -0.617097
0.386779, 1.778971, 3.115071, -2.073376, -1.231960, 2.478955, 2.735602, -0.615789
0.387966, 1.771971, 3.108393, -2.079520, -1.237493, 2.474573, 2.733382, -0.614535
0.389152, 1.764968, 3.101721, -2.085636, -1.242991, 2.470176, 2.731152, 2.528263
0.390339, 1.757959, 3.095053, -2.091727, -1.248453, 2.465766, 2.728908, 2.529425
0.391525, 1.750941, 3.088384, -2.097796, -1.253879, 2.461347, 2.726647, 2.530549
0.392712, 1.743912, 3.081712, -2.103846, -1.259266, 2.456921, 2.724365, 2.531641
0.393898, 1.736870, 3.075034, -2.109879, -1.264617, 2.452492, 2.722058, 2.532706
0.395085, 1.729813, 3.068346, -2.115901, -1.269929, -0.693528, 2.719723, 2.533748
0.396271, 1.722739, 3.061646, -2.121914, -1.275205, -0.697950, 2.717359, 2.534771
0.397457, 1.715648, 3.054932, -2.127923, -1.280445, -0.702364, 2.714961, 2.535781
0.398644, 1.708538, 3.048201, -2.133930, -1.285650, -0.706766, 2.712527, 2.536780
0.399830, 1.701410, 3.041452, -2.139939, -1.290823, -0.711152, 2.710057, 2.537772
0.401017, 1.694263, 3.034684, -2.145955, -1.295966, -0.715518, 2.707548, 2.538760
0.402203, 1.687098, 3.027895, -2.151979, -1.301081, -0.719861, 2.705000, 2.539745
0.403390, 1.679915, 3.021084, -2.158017, -1.306171, -0.724177, 2.702412, 2.540728
0.404576, 1.672717, 3.014252, -2.164070, -1.311239, -0.728464, 2.699785, 2.541712
0.405762, 1.665503, 3.007398, -2.170142, -1.316290, -0.732719, 2.697118, 2.542696
0.406949, 1.658278, 3.000524, -2.176235, -1.321326, -0.736940, 2.694413, 2.543680
0.408135, 1.651041, 2.993629, -2.182351, -1.326352, -0.741124, 2.691672, 2.544663
0.409322, 1.643798, 2.986715, -2.188492, -1.331371, -0.745270, 2.688895, 2.545642
0.410508, 1.636549, 2.979785, -2.194659, -1.336388, -0.749377, 2.686087, 2.546617
0.411695, 1.629299, 2.972840, -2.200854, -1.341408, -0.753444, 2.683249, 2.547585
0.412881, 1.622051, 2.965882, -2.207077, -1.346433, -0.757471, 2.680386, 2.548541
0.414068, -1.526783, 2.958915, -2.213328, -1.351470, -0.761459, 2.677499, 2.549483
0.415254, -1.534016, 2.951942, -2.219607, -1.356521, -0.765407, 2.674595, 2.550407
0.416440, -1.541235, 2.944966, -2.225913, -1.361591, -0.769318, 2.671677, 2.551307
0.417627, -1.548435, 2.937990, -2.232245, -1.366683, -0.773192, -0.472844, 2.552181
0.418813, -1.555614, -0.210573, -2.238602, -1.371801, -0.777033, -0.475777, 2.553021
0.420000, -1.562766, -0.217534, -2.244981, -1.376947, -0.780843, -0.478709, 2.553825
0.421186, -1.569888, -0.224482, -2.251380, -1.382126, -0.784626, -0.481637, 2.554586
0.422373, -1.576974, -0.231412, -2.257796, -1.387340, -0.788384, -0.484555, 2.555300
0.423559, -1.584022, -0.238320, -2.264226, -1.392589, -0.792121, -0.487458, 2.555962
0.424746, -1.591026, -0.245201, -2.270666, -1.397877, -0.795843, -0.490340, 2.556567
0.425932, -1.597984, -0.252050, -2.277113, -1.403204, -0.799554, -0.493199, 2.557111
0.427118, -1.604891, -0.258864, 0.858032, -1.408572, -0.803259, -0.496028, 2.557589
0.428305, -1.611745, -0.265637, 0.851586, -1.413979, -0.806962, -0.498824, 2.557999
0.429491, -1.618542, -0.272365, 0.845147, -1.419427, -0.810670, -0.501582, 2.558337
0.430678, -1.625280, -0.279045, 0.838720, -1.424914, -0.814387, -0.504300, 2.558600
0.431864, -1.631956, -0.285672, 0.832311, -1.430438, -0.818119, -0.506973, 2.558786
0.433051, -1.638568, -0.292243, 0.825924, -1.435999, -0.821872, -0.509600, 2.558894
0.434237, -1.645116, -0.298754, 0.819564, -1.441594, -0.825651, -0.512178, 2.558923
0.435423, -1.651597, -0.305202, 0.813238, -1.447219, -0.829461, -0.514705, 2.558873
0.436610, -1.658012, -0.311586, 0.806950, -1.452872, -0.833306, -0.517180, 2.558744
0.437796, -1.664360, -0.317902, 0.800705, -1.458549, -0.837193, -0.519603, 2.558538
0.438983, -1.670643, -0.324149, 0.794509, -1.464245, -0.841125, -0.521974, 2.558256
0.440169, -1.676860, -0.330325, 0.788366, 1.671636, -0.845107, -0.524293, 2.557902
0.441356, -1.683014, -0.336430, 0.782282, 1.665914, -0.849143, -0.526563, 2.557478
0.442542, -1.689106, -0.342463, 0.776261, 1.660188, -0.853235, -0.528784, 2.556989
0.443729, -1.695140, -0.348425, 0.770306, 1.654463, -0.857386, -0.530961, 2.556439
0.444915, -1.701118, -0.354316, 0.764424, 1.648744, -0.861600, -0.533097, 2.555834
0.446101, -1.707044, -0.360138, 0.758616, 1.643039, -0.865878, -0.535195, 2.555179
0.447288, -1.712922, -0.365891, 0.752886, 1.637354, -0.870222, -0.537260, -0.587111
0.448474, -1.718756, -0.371580, 0.747238, 1.631695, -0.874631, -0.539298, -0.587845
0.449661, -1.724553, -0.377205, 0.741674, 1.626070, -0.879107, -0.541315, -0.588609
0.450847, -1.730317, -0.382772, 0.736196, 1.620485, -0.883650, -0.543316, -0.589393
0.452034, -1.736054, -0.388283, 0.730806, 1.614947, -0.888258, -0.545309, -0.590191
0.453220, -1.741771, -0.393743, 0.725505, 1.609464, -0.892930, -0.547300, -0.590993
0.454407, -1.747474, -0.399156, 0.720295, 1.604042, -0.897664, -0.549299, -0.591792
0.455593, -1.753170, -0.404528, 0.715176, 1.598691, -0.902458, -0.551312, -0.592578
0.456779, -1.758866, -0.409864, 0.710148, 1.593416, -0.907309, -0.553348, -0.593342
0.457966, -1.764571, -0.415169, 0.705211, 1.588225, 2.229378, -0.555415, -0.594076
0.459152, -1.770291, -0.420451, 0.700366, 1.583127, 2.224423, -0.557523, -0.594771
0.460339, -1.776035, -0.425715, 0.695612, 1.578129, 2.219422, -0.559679, -0.595417
0.461525, -1.781812, -0.430968, 0.690949, 1.573240, 2.214379, -0.561894, -0.596006
0.462712, -1.787631, -0.436217, 0.686376, 1.568468, 2.209299, -0.564176, -0.596528
0.463898, -1.793500, -0.441468, 0.681894, 1.563822, 2.204187, -0.566536, -0.596975
0.465084, -1.799430, -0.446728, 0.677503, 1.559314, 2.199048, -0.568981, -0.597337
0.466271, -1.805431, -0.452005, 0.673206, 1.554954, 2.193886, -0.571523, -0.597607
0.467457, -1.811517, -0.457305, 0.669006, 1.550756, 2.188707, -0.574171, -0.597774
0.468644, -1.817701, -0.462636, 0.664908, 1.546736, 2.183515, -0.576937, -0.597830
0.469830, -1.823999, -0.468006, 0.660921, 1.542913, 2.178315, -0.579832, -0.597765
0.471017, -1.830433, -0.473421, 0.657058, 1.539311, 2.173111, -0.582870, -0.597570
0.472203, -1.837028, -0.478890, 0.653339, 1.535963, 2.167906, -0.586064, -0.597233
0.473390, -1.843820, -0.484421, 0.649792, 1.532911, 2.162702, -0.589432, -0.596743
0.474576, -1.850860, -0.490026, 0.646463, 1.530213, 2.157499, -0.592994, -0.596084
0.475762, -1.858223, -0.495718, 0.643420, 1.527955, 2.152297, -0.596778, -0.595241
0.476949, -1.866031, -0.501513, 0.640771, 1.526259, 2.147090, -0.600816, -0.594192
0.478135, -1.874488, -0.507439, 0.638692, 1.525319, 2.141867, -0.605155, -0.592909
0.479322, -1.883982, -0.513541, 0.637494, 1.525446, 2.136609, -0.609859, -0.591357
0.480508, 1.246257, -0.519908, 0.637760, 1.527185, 2.131283, 2.526574, -0.589485
0.481695, 1.230920, -0.526748, 0.640733, 1.531569, 2.125827, 2.520818, -0.587223
0.482881, 1.203945, -0.534700, 0.649579, 1.540825, 2.120121, 2.514243, -0.584466
0.484068, 1.100837, -0.547213, 0.675402, 1.560780, 2.113917, 2.506476, -0.581057
0.485254, -1.731026, -0.417251, 0.802727, 1.612945, 2.106594, 2.496830, -0.576743
0.486440, -1.851700, -0.536521, -2.853075, 1.885964, 2.096094, 2.483899, -0.571098
0.487627, -1.880336, -0.547670, -2.649489, -2.038862, 2.069265, 2.464307, -0.563341
0.488813, -1.896419, -0.555671, -2.617573, -1.811046, -0.925310, 2.427371, -0.551892
0.490000, -1.908401, -0.562879, -2.607318, -1.762969, -1.018428, 2.312976, -0.532998
0.491186, -1.918554, -0.569797, -2.604069, -1.744039, -1.032731, 0.197819, -0.495115
0.492373, -1.927742, -0.576595, -2.603986, -1.735077, -1.040670, -0.481460, -0.377770
0.493559, -1.936363, -0.583344, 0.535970, -1.730704, -1.046666, -0.553956, 1.378310
0.494745, -1.944627, -0.590081, 0.533282, -1.728826, -1.051780, -0.583280, 2.350485
0.495932, -1.952651, -0.596823, 0.529892, -1.728465, -1.056394, -0.600426, 2.440605
0.497118, -1.960507, -0.603578, 0.526000, -1.729100, -1.060683, -0.612463, 2.473213
0.498305, -1.968238, -0.610350, 0.521733, -1.730432, -1.064737, -0.621875, 2.490161
0.499491, -1.975873, -0.617140, 0.517172, -1.732279, -1.068609, -0.629758, 2.500613
0.500678, -1.983430, -0.623948, 0.512373, -1.734521, -1.072333, -0.636668, 2.507728
0.501864, -1.990922, -0.630770, 0.507377, -1.737079, -1.075934, -0.642915, 2.512885
0.503051, -1.998355, -0.637604, 0.502215, -1.739897, -1.079429, -0.648685, 2.516778
0.504237, -2.005733, -0.644446, 0.496910, -1.742937, -1.082832, -0.654096, 2.519794
0.505423, -2.013060, -0.651293, 0.491480, -1.746170, -1.086155, -0.659225, 2.522165
0.506610, -2.020335, -0.658139, 0.485943, 1.392018, -1.089409, -0.664123, 2.524038
0.507796, -2.027559, -0.664980, 0.480310, 1.388459, -1.092603, -0.668825, 2.525511
0.508983, -2.034730, -0.671811, 0.474594, 1.384757, -1.095746, -0.673359, 2.526651
0.510169, -2.041847, -0.678628, 0.468805, 1.380923, -1.098846, -0.677741, -0.614086
0.511356, -2.048908, -0.685426, 0.462953, 1.376966, -1.101912, -0.681985, -0.613481
0.512542, -2.055912, -0.692200, 0.457046, 1.372893, -1.104952, -0.686101, -0.613098
0.513729, -2.062855, -0.698947, 0.451094, 1.368711, -1.107972, -0.690097, -0.612918
0.514915, -2.069737, -0.705661, 0.445103, 1.364426, -1.110982, -0.693977, -0.612922
0.516101, -2.076554, -0.712338, 0.439082, 1.360043, -1.113986, -0.697746, -0.613097
0.517288, -2.083306, -0.718976, 0.433037, 1.355568, -1.116993, -0.701409, -0.613430
0.518474, -2.089991, -0.725568, 0.426976, 1.351006, -1.120009, -0.704968, -0.613911
0.519661, -2.096608, -0.732114, 0.420904, 1.346363, -1.123040, -0.708428, -0.614530
0.520847, -2.103155, -0.738609, 0.414828, 1.341643, -1.126092, -0.711789, -0.615277
0.522034, -2.109632, -0.745050, 0.408754, 1.336851, -1.129170, -0.715056, -0.616144
0.523220, -2.116038, -0.751435, 0.402687, 1.331994, -1.132279, -0.718232, -0.617122
0.524406, -2.122373, -0.757763, 0.396634, 1.327076, 2.006168, -0.721320, -0.618203
0.525593, -2.128638, -0.764030, 0.390598, 1.322102, 2.002982, -0.724323, -0.619379
0.526779, -2.134832, -0.770237, 0.384586, 1.317079, 1.999752, -0.727245, -0.620642
0.527966, -2.140958, -0.776381, 0.378601, 1.312011, 1.996475, -0.730090, -0.621984
0.529152, -2.147015, -0.782462, 0.372647, 1.306904, 1.993149, -0.732862, -0.623397
0.530339, -2.153007, -0.788480, 0.366729, 1.301764, 1.989770, -0.735566, -0.624873
0.531525, -2.158933, -0.794434, 0.360849, 1.296595, 1.986338, -0.738206, -0.626405
0.532712, -2.164798, -0.800326, 0.355011, 1.291404, 1.982850, -0.740787, -0.627985
0.533898, -2.170602, -0.806156, 0.349217, 1.286195, 1.979306, -0.743315, -0.629605
0.535084, -2.176349, -0.811925, 0.343471, 1.280975, 1.975707, -0.745794, -0.631259
0.536271, -2.182042, -0.817635, 0.337773, 1.275747, 1.972051, -0.748230, -0.632939
0.537457, -2.187685, -0.823288, 0.332125, 1.270517, 1.968340, -0.750630, -0.634639
0.538644, -2.193279, -0.828885, 0.326529, 1.265290, 1.964575, -0.752997, -0.636352
0.539830, -2.198830, -0.834429, 0.320985, 1.260070, 1.960757, -0.755338, -0.638071
0.541017, -2.204340, -0.839922, 0.315494, 1.254862, 1.956888, -0.757659, -0.639791
0.542203, -2.209814, -0.845368, 0.310056, 1.249670, 1.952970, -0.759966, -0.641506
0.543390, -2.215256, -0.850770, 0.304671, 1.244497, 1.949005, -0.762262, -0.643210
0.544576, -2.220669, -0.856131, 0.299337, 1.239348, 1.944998, -0.764555, -0.644899
0.545762, -2.226057, -0.861453, 0.294055, 1.234226, 1.940949, -0.766849, -0.646569
0.546949, -2.231425, -0.866742, 0.288822, 1.229133, 1.936864, -0.769149, -0.648214
0.548135, -2.236776, -0.872000, 0.283637, 1.224073, 1.932744, 2.370134, -0.649832
0.549322, -2.242114, -0.877232, 0.278498, 1.219048, 1.928595, 2.367808, -0.651419
0.550508, -2.247444, -0.882440, 0.273403, 1.214060, 1.924419, 2.365463, -0.652973
0.551695, 0.888825, -0.887629, 0.268349, 1.209111, 1.920220, 2.363095, -0.654491
0.552881, 0.883503, -0.892802, 0.263335, 1.204202, 1.916003, 2.360700, -0.655972
0.554067, 0.878179, -0.897964, 0.258357, 1.199335, 1.911772, 2.358276, -0.657414
0.555254, 0.872850, -0.903117, 0.253412, 1.194509, 1.907529, 2.355820, -0.658817
0.556440, 0.867514, 2.233327, 0.248497, 1.189726, 1.903280, 2.353329, -0.660180
0.557627, 0.862167, 2.228181, 0.243609, 1.184985, 1.899028, 2.350802, -0.661503
0.558813, 0.856808, 2.223032, 0.238745, 1.180287, 1.894776, 2.348237, -0.662786
0.560000, 0.851433, 2.217879, 0.233901, 1.175630, 1.890529, 2.345633, -0.664032
0.561186, 0.846041, 2.212718, 0.229074, 1.171014, 1.886291, 2.342990, -0.665240
0.562373, 0.840631, 2.207548, 0.224260, 1.166438, 1.882063, 2.340306, -0.666413
0.563559, 0.835201, 2.202365, 0.219457, 1.161899, 1.877850, 2.337583, -0.667553
0.564745, 0.829749, 2.197167, -2.926932, 1.157398, 1.873655, 2.334820, -0.668663
0.565932, 0.824275, 2.191953, -2.931724, 1.152931, 1.869479, 2.332019, -0.669744
0.567118, 0.818779, 2.186721, -2.936515, 1.148496, 1.865327, 2.329180, -0.670800
0.568305, 0.813260, 2.181469, -2.941308, 1.144092, 1.861199, 2.326305, -0.671834
0.569491, 0.807718, 2.176197, -2.946106, 1.139716, 1.857099, 2.323395, -0.672849
0.570678, 0.802153, 2.170904, -2.950912, 1.135364, 1.853027, 2.320453, -0.673850
0.571864, 0.796566, 2.165589, -2.955727, 1.131036, 1.848985, 2.317481, -0.674838
0.573051, 0.790958, 2.160251, -2.960554, 1.126727, 1.844975, 2.314480, -0.675819
0.574237, 0.785329, 2.154892, -2.965395, 1.122434, 1.840996, 2.311455, -0.676796
0.575423, 0.779680, 2.149511, -2.970251, 1.118156, 1.837051, 2.308406, -0.677772
0.576610, 0.774014, 2.144108, -2.975125, 1.113889, 1.833139, 2.305338, 2.462842
0.577796, 0.768331, 2.138685, -2.980017, -2.031963, 1.829260, 2.302253, 2.461856
0.578983, 0.762633, 2.133241, -2.984928, -2.036217, 1.825413, 2.299154, 2.460860
0.580169, 0.756922, 2.127779, -2.989859, -2.040468, 1.821599, 2.296044, 2.459850
0.581356, 0.751200, 2.122300, -2.994811, -2.044720, 1.817817, 2.292927, 2.458824
0.582542, 0.745469, 2.116804, -2.999784, -2.048974, 1.814065, 2.289804, 2.457778
0.583728, 0.739732, 2.111294, -3.004777, -2.053233, 1.810342, 2.286680, 2.456710
0.584915, 0.733989, 2.105772, -3.009791, -2.057499, 1.806647, 2.283557, 2.455617
0.586101, 0.728244, 2.100239, -3.014826, -2.061775, 1.802979, 2.280438, 2.454497
0.587288, 0.722499, 2.094697, -3.019880, -2.066063, 1.799334, 2.277325, 2.453349
0.588474, 0.716756, 2.089148, -3.024953, -2.070363, 1.795712, 2.274222, 2.452169
0.589661, 0.711017, 2.083595, -3.030044, -2.074679, 1.792111, 2.271130, 2.450958
0.590847, 0.705284, 2.078039, -3.035151, -2.079010, 1.788527, 2.268052, 2.449714
0.592034, 0.699561, 2.072483, -3.040274, -2.083359, 1.784960, 2.264991, 2.448436
